Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
WEY06166,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002255_C012,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-17,2023-08-08,ssRNA(-)
WEY06167,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002255_C012,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-17,2023-08-08,ssRNA(-)
WEY06168,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002255_C012,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-17,2023-08-08,ssRNA(-)
WEY06169,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002255_C012,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-17,2023-08-08,ssRNA(-)
WEY06170,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002255_C012,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-17,2023-08-08,ssRNA(-)
WEY06171,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002255_C012,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-17,2023-08-08,ssRNA(-)
WEY06172,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06173,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06174,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06175,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06176,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06177,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06178,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06179,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06180,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002285_C038,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-23,2023-08-08,ssRNA(-)
WEY06181,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06182,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06183,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06184,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06185,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06186,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06187,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06188,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06189,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002353_C049,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-26,2023-08-08,ssRNA(-)
WEY06190,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06191,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06192,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06193,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06194,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06195,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06196,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06197,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06198,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003588_C069,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06199,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003714_C078,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-13,2023-08-08,ssRNA(-)
